TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ALTMAN Z-SCORE
ECOW,Pacer Emerging Markets Cash Cow,25.5812,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3064964249233912,1.2936670071501533,25.33,19.58,,Not Found!
ERAS,,,,Key Error,,,, -117.43 ,, 2.28 Bil ,,$0.00,,,,,,,N/A 
CRSR,"Corsair Gaming, Inc.",25.61,undefined,None,6.40,undefined,None, 10.47 ,12.33, 2.63 Bil ,3200541696,$138,$849,1.8176011355571327,1.8211497515968773,25.66,14.09,0.21530001,3.96 
ERESW,,,,Key Error,,,,Not Found!,, - ,,$,$12.12,,,,,,N/A 
CTBI,"Community Trust Bancorp, Inc.",40.71,101.61642857142857,4.311,5.00,2.496104853142436,1.1146712,Not Found!,None, 355.56 Mil ,1079231488,$106.2,"$4,810.1",1.4675558759913483,1.4614275414563807,40.54,27.74,0.012200001,
CTHR,Charles & Colvard Ltd.,2.52,7.52888888888889,0.112,30.00,2.9876543209876547,1.6149461, 15.62 ,15.997, 61.78 Mil ,68944800,$6.05,$10.25,4.0,3.9841269841269837,2.51,0.63,0.0017,5.03 
CPRT,"Copart, Inc.",137.59,189.35155555555556,3.521,22.30,1.3762014358278623,10.191482, 28.06 ,26.728, 32.73 Bil ,30735405056,$560,"$1,033",1.3749375437193965,1.3709403417607675,137.19,100.07,0.0111,21.79 
DCTH,"Delcath Systems, Inc.",8.73,-210.4107936507937,-5.128,15.00,-24.10203821887671,2.7937498, -2.01 ,-1.78, 49.14 Mil ,40590360,$-22.10,$9.76,1.0543478260869568,1.0229468599033817,8.47,8.28,0.075500004,-21.32 
CSGP,"CoStar Group, Inc.",82.16,291.70428571428573,5.862,20.00,3.5504416469606346,0.5981735, 64.2 ,75.054, 30.07 Bil ,33222418432,$409,"$1,548",1.1056980593760934,1.1015261217129169,81.85,74.306,0.016900001,13.63 
CTMX,"CytomX Therapeutics, Inc.",4.32,-16.18920634920635,-1.22,-0.90,-3.747501469723692,2.0747995, -0.98 ,-1.374, 60.78 Mil ,80835128,$-102.56,$271.49,1.0093457943925235,1.0,4.28,4.28,0.1033,-0.85 
CRNT,Ceragon Networks Ltd.,3.72,-5.744444444444445,-0.14,15.00,-1.5442054958183993,2.1376197, 22.57 ,26.918, 321.50 Mil ,300027520,$-3.7,$148.1,1.8146341463414637,1.7951219512195125,3.68,2.05,0.0112,1.47 
CTRE,"CareTrust REIT, Inc.",21.39,21.722380952380952,0.858,6.00,1.015539081457735,2.222568, 18.68 ,18.663, 3.02 Bil ,2949498624,$144.9,$982.8,1.2877784467188442,1.2492474413004215,20.75,16.61,0.0373,1.50 
CTRN,"Citi Trends, Inc.",72.41,425.31150793650795,7.495,24.00,5.873657063064604,4.6875772, 6.53 ,7.048, 767.40 Mil ,828076352,$140.9,$361.2,3.931053203040173,3.926167209554831,72.32,18.42,0.1466,4.44 
CPIX,Cumberland Pharmaceuticals Inc.,2.96,-14.788888888888891,-0.22,30.00,-4.996246246246248,0.92832536, 13.95 ,-939.194, 33.07 Mil ,33608136,$4.69,$41.04,1.1472868217054264,1.127906976744186,2.91,2.58,0.0117999995,1.35 
CSOD,"Cornerstone OnDemand, Inc.",56.67,-27.676000000000002,-0.629,16.70,-0.4883712722781013,13.680271, 27.37 ,29.219, 4.78 Bil ,4406883840,$156.7,"$1,680.5",1.7177932706880872,1.7162776598969383,56.62,32.99,0.028299998,1.30 
CUE,"Cue Biopharma, Inc.",10.23,undefined,-1.561,N/A,undefined,4.046154, -6.14 ,-5.988, 262.42 Mil ,256120080,$-37.15,$16.76,1.059883961873187,1.0433070866141734,10.07,9.652,0.0866,8.41 
CRWD,"CrowdStrike Holdings, Inc.",234.96,-94.65692063492064,-0.719,66.90,-0.4028639795493728,63.232323, -1085.91 ,-1018.815, 52.81 Bil ,56531001344,$323.0,"$2,027.8",2.170330685387031,2.1552004433770553,233.322,108.26,0.0481,16.18 
CTSH,Cognizant Technology Solutions ,75.79,102.01780634920635,2.846,12.03,1.3460589305872324,3.6693296, 13.3 ,12.214, 40.38 Bil ,36006436864,"$2,189","$5,624",1.1652829028290284,1.1595940959409594,75.42,65.04,0.0154,6.99 
CRWS,"Crown Crafts, Inc.",7.16,14.119285714285713,0.599,5.00,1.971967278531524,1.7148317, 5.57 ,7.185, 71.32 Mil ,83280880,$5.07,$17.45,1.4262948207171315,1.4236653386454183,7.1468,5.02,0.0025,5.00 
ESSCW,,,,Key Error,,,, -114.7 ,, - ,,$-0.57,$5.26,,,,,,N/A 
EDOC,Global X Telemedicine & Digital,17.7,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.160655737704918,1.1475409836065573,17.5,15.25,,Not Found!
CTXS,"Citrix Systems, Inc.",102.48,112.63816666666668,3.283,11.15,1.0991234061930784,50.998028, 23.59 ,26.866, 15.97 Bil ,17243617280,$514,"$6,422",1.08261145151067,1.0773293893936193,101.98,94.66,0.028399998,2.84 
CVGI,"Commercial Vehicle Group, Inc.",8.76,-4.724761904761905,-0.132,12.00,-0.5393563818221353,2.914373, 8.15 ,10.658, 466.62 Mil ,448638336,$-20.5,$418.3,2.1470588235294117,2.1299019607843137,8.69,4.08,0.041300002,2.63 
EM,Smart Share Global Limited,2.86,undefined,None,N/A,undefined,None, 452.79 ,-2.629, 2.04 Bil ,-1750000256,$0.0,$157.1,1.0106007067137808,1.0,2.83,2.83,None,0.20 
CUTR,"Cutera, Inc.",48.18,-83.70214285714287,-1.431,25.00,-1.7372798434442274,15.200498, 82.99 ,-90.736, 859.40 Mil ,665458368,$4.6,$210.8,3.178100263852243,3.1391820580474934,47.59,15.16,0.16379999,3.88 
ETACW,,,,Key Error,,,,Not Found!,, - ,,$,$22.75,,,,,,N/A 
EFAS,Global X MSCI SuperDividend EAF,15.7532,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.381859649122807,1.3785087719298246,15.715,11.4,,Not Found!
CSII,"Cardiovascular Systems, Inc.",36.18,24.845333333333336,-0.616,-31.60,0.6867145752717893,5.444015, -158.54 ,-107.703, 1.28 Bil ,1543706112,$-17.8,$76.5,1.1474785918173167,1.1405011100539169,35.96,31.53,0.0421,12.23 
EUCRW,,,,Key Error,,,,Not Found!,, - ,,$,$10.34,,,,,,N/A 
EDUT,Global X Education ETF,11.1918,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.015589836660617,1.0,11.02,11.02,,Not Found!
EUSGW,,,,Key Error,,,,Not Found!,, - ,,$,$0.03,,,,,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",4.54,undefined,-2.827,N/A,undefined,0.88026136, 0.08 ,-1.06," -1,347,000.00 ",13242715,$-11.17,$3.12,1.455128205128205,1.4487179487179485,4.52,3.12,0.09729999,N/A 
DTSS,Datasea Inc.,1.87,undefined,-0.125,,undefined,21.011236, -18.45 ,-21.054, 46.63 Mil ,53234364,$-4.14,$2.77,1.0935672514619883,1.0818713450292399,1.85,1.71,0.0019,4.75 
ENNV,ECP Environmental Growth Opport,9.83,undefined,None,,undefined,None,Not Found!,None, 424.35 Mil ,410280704,$,$0.00,1.0239583333333333,1.021875,9.81,9.6,None,
CTIC,CTI BioPharma Corp.,2.55,undefined,-0.771,N/A,undefined,7.492795, -2.83 ,-3.546, 174.72 Mil ,185700896,$-56.57,$15.79,2.65625,2.604166666666667,2.5,0.96,0.0298,N/A 
EEMA,iShares MSCI Emerging Markets A,82.78,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1579241852007274,1.1470135683312352,82,71.49,,Not Found!
EVCM,,,,Key Error,42.40,,, 176.31 ,, 5.39 Bil ,,$0.0,$883.4,,,,,,2.42 
CTG,"Computer Task Group, Incorporat",8.86,22.485396825396826,0.548,15.00,2.537855172166685,1.4742602, 8.65 ,11.151, 125.99 Mil ,137866464,$8.2,$96.4,1.9472527472527472,1.8923076923076922,8.61,4.55,0.0034,4.27 
CVCO,"Cavco Industries, Inc.",246.42,554.5833333333334,8.25,30.00,2.250561372182994,3.376604, 16.75 ,17.843, 1.97 Bil ,1684549376,$76,$272,1.512892927308448,1.4994474459724951,244.23,162.88,0.028800001,7.85 
ESSCR,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
CVGW,"Calavo Growers, Inc.",48.65,10.509714285714288,0.264,14.30,0.21602701512259587,3.2312925, 36.89 ,18.649, 981.33 Mil ,1017580224,$29,$203,1.0062047569803516,1.0031023784901758,48.5,48.35,0.0538,5.26 
CSPI,CSP Inc.,9.03,undefined,0.028,N/A,undefined,1.2667618, 30.97 ,-30.22, 23.45 Mil ,33906728,$-0.13,$29.90,1.2992805755395682,1.2776978417266187,8.88,6.95,0.0034999999,2.83 
EVGOW,,,,Key Error,,,, -510.53 ,, - ,,$,$361.59,,,,,,
CVCY,Central Valley Community Bancor,22.51,48.91857142857143,1.698,8.00,2.173192866662436,1.1657172,Not Found!,None, 154.25 Mil ,54062268,$40.90,"$2,029.50",1.955690703735882,1.9391833188531713,22.32,11.51,0.0186,
ENSC,"Ensysce Biosciences, Inc.",3.83,undefined,None,,undefined,None, -1516.89 ,-398.22, 71.29 Mil ,845459520,$,$4.03,1.370304114490161,1.1091234347048302,3.1,2.795,None,
EVLVU,,,,Key Error,,,, -194.28 ,, - ,,$,$38.87,,,,,,
DGNS,Dragoneer Growth Opportunities ,9.89,undefined,None,,undefined,None,Not Found!,None, 354.64 Mil ,364473536,$,$0.03,1.0091836734693878,1.0045918367346938,9.845,9.8,0.0023999999,N/A 
EVOJW,,,,Key Error,,,,Not Found!,, - ,,$,$0.03,,,,,,N/A 
CVET,"Covetrus, Inc.",21.68,-2.561952380952381,-0.073,11.60,-0.11817123528378141,1.9501256, 24.73 ,35.384, 3.83 Bil ,4670668800,$-60,"$1,912",1.1568836712913555,1.1462113127001068,21.48,18.74,0.056799997,2.04 
CVAC,CureVac N.V.,63.61,undefined,None,-110.89,undefined,None, -89.59 ,-129.931, 10.90 Bil ,16595659776,$0.00,$973.25,1.4793023255813953,1.4653488372093022,63.01,43,0.039100002,7.70 
CVBF,CVB Financial Corporation,19.88,48.42007936507937,1.499,10.00,2.4356176742997673,1.3681308,Not Found!,None, 405.99 Mil ,1716534272,$153.3,"$13,484.2",1.2768143866409762,1.2748876043673731,19.85,15.57,0.0247,
CSTL,"Castle Biosciences, Inc.",61.96,undefined,-0.207,N/A,undefined,13.730817, -64.22 ,-111.518, 1.30 Bil ,1464231808,$-17.61,$19.62,1.4286373068941667,1.4199907770348168,61.585,43.37,0.071100004,51.77 
CVLG,"Covenant Logistics Group, Inc.",21.97,undefined,None,5.00,undefined,None, 3.7 ,4.925, 467.33 Mil ,469176352,$12.0,$350.2,1.6606198034769462,1.6523053665910807,21.86,13.23,0.0296,2.75 
CWBC,Community West Bancshares,13.62,undefined,1.131,N/A,undefined,1.2769316,Not Found!,None, 95.82 Mil ,152124576,$16.24,$967.57,1.7416879795396418,1.7340153452685423,13.56,7.82,0.0031,
CTSO,Cytosorbents Corporation,7.43,undefined,-0.208,N/A,undefined,4.4537816, -27.84 ,-26.017, 292.44 Mil ,262981904,$-10.98,$23.81,1.0629470672389127,1.0364663805436338,7.2449,6.99,0.049000002,6.66 
CYTK,"Cytokinetics, Incorporated",30,-82.06349206349206,-2,15.00,-2.7354497354497354,32.236286, -20.3 ,-13.614, 2.45 Bil ,1391738880,$-17.06,$547.81,2.0394289598912305,2.030591434398368,29.87,14.71,0.1533,0.09 
EWCZ,,,,Key Error,,,, 91.24 ,, 983.23 Mil ,,$0.00,$298.92,,,,,,1.53 
DSWL,"Deswell Industries, Inc.",4.3,undefined,0.51,N/A,undefined,0.79494804, 5.15 ,8.276, 22.82 Mil ,41514576,$2.75,$22.17,1.829787234042553,1.8212765957446808,4.28,2.35,0.00029999999,3.64 
CURI,CuriosityStream Inc.,11.68,undefined,None,-133.30,undefined,None, -27.03 ,-20.862, 505.29 Mil ,624690816,$0.00,$62.37,1.5698924731182795,1.525537634408602,11.35,7.44,0.1663,4.88 
CWST,"Casella Waste Systems, Inc.",69.56,58.864317460317466,1.894,9.30,0.8462380313444143,10.116935, 24.84 ,23.403, 4.22 Bil ,3965199104,$43.8,$839.3,1.3382070026933437,1.3283955367449019,69.05,51.98,0.0215,3.38 
CVV,CVD Equipment Corporation,4.96,undefined,-1.389,N/A,undefined,1.5212264, -4.4 ,-5.556, 32.97 Mil ,25748982,$-3.21,$16.54,1.8787878787878787,1.8106439393939393,4.7801,2.64,0.0057,1.09 
CVLT,"Commvault Systems, Inc.",73.23,-21.44825396825397,-0.664,10.00,-0.2928888975591147,8.801462, 49.02 ,55.784, 3.08 Bil ,3223522304,$137.9,$484.9,1.8825192802056556,1.8848329048843186,73.32,38.9,0.0347,4.12 
CVLY,"Codorus Valley Bancorp, Inc",22.11,undefined,1.564,N/A,undefined,1.1076878,Not Found!,None," -125,243,000.00 ",-112650288,$29.09,"$2,036.88",1.830298013245033,1.8294701986754969,22.1,12.08,0.01,
DBDR,Roman DBDR Tech Acquisition Cor,10.16,undefined,None,,undefined,None,Not Found!,None, 294.08 Mil ,293088000,$,$0.02,1.0751322751322752,1.0730158730158732,10.14,9.45,0.0218,N/A 
EDTK,Skillful Craftsman Education Te,1.37,undefined,None,,undefined,None,Not Found!,0.413," -53,000.00 ",7986640,$-2.11,$13.64,1.0,1.0072992700729926,1.38,1.37,0.0278,2.60 
CWCO,Consolidated Water Co. Ltd.,11.78,6.8566666666666665,0.238,8.00,0.5820599886813809,1.1069278, 53.84 ,12.159, 148.69 Mil ,160024208,$13.04,$10.95,1.1768231768231767,1.1688311688311688,11.7,10.01,0.014199999,11.19 
EVGO,EVgo Inc.,8.7,undefined,None,N/A,undefined,None, -510.53 ,None, 2.24 Bil ,None,$,$361.59,1.0714285714285714,1.0,8.12,8.12,None,
CYCN,"Cyclerion Therapeutics, Inc.",2.73,undefined,-2.217,N/A,undefined,1.92389, -0.75 ,-1.96, 51.27 Mil ,131877592,$-49.10,$10.51,1.3125,1.2980769230769231,2.7,2.08,0.0581,1.27 
EGLX,Enthusiast Gaming Holdings Inc.,4.64,undefined,None,,undefined,None, -22.38 ,-26.715, 543.06 Mil ,611834816,$-19.47,$46.86,4.461538461538461,4.336538461538461,4.51,1.04,None,6.99 
DSACU,Duddell Street Acquisition Corp,10.64,undefined,None,,undefined,None,Not Found!,None, - ,221680432,$,$0.05,1.0857142857142856,1.0265306122448978,10.06,9.8,None,N/A 
DGNU,Dragoneer Growth Opportunities ,9.77,undefined,None,,undefined,None, -6712.59 ,None, 503.44 Mil ,98528832,$,$31.26,1.0072164948453608,1.0092783505154639,9.79,9.7,0.00029999999,
CWBR,"CohBar, Inc.",1.07,undefined,-0.301,N/A,undefined,4.570312, -11.27 ,-4.177, 61.89 Mil ,57573520,$-13.48,$3.13,1.258823529411765,1.258823529411765,1.07,0.85,0.0618,N/A 
CYAN,Cyanotech Corporation,2.82,undefined,0.201,N/A,undefined,1.0483298, 7 ,14.564, 26.81 Mil ,25560272,$-0.11,$13.59,1.2533333333333332,1.2666666666666666,2.85,2.25,0.0004,1.75 
EYESW,,,,Key Error,,,, -8.16 ,, - ,,$-7.89,$3.81,,,,,,N/A 
DADA,Dada Nexus Limited,17.89,undefined,None,-31.26,undefined,None, -12.29 ,-1.104, 3.90 Bil ,2222473216,$0.0,$326.6,1.0182128628343767,1.035287421741605,18.19,17.57,None,7.38 
CYBE,CyberOptics Corporation,39.8,49.65976190476191,0.849,25.00,1.2477327111749223,4.3641305, 23.77 ,26.219, 280.55 Mil ,250911280,$3.09,$20.34,1.912542047092744,1.8654541086016339,38.8201,20.81,0.0592,11.02 
FA,,,,Key Error,19.00,,, 55.73 ,, 3.95 Bil ,,$44.8,$742.4,,,,,,3.32 
DARE,"Dare Bioscience, Inc.",1.47,undefined,-0.864,N/A,undefined,22.463768, -3.07 ,-2.03, 100.69 Mil ,62519692,$-34.72,$7.08,1.5555555555555556,1.5576719576719578,1.472,0.945,0.0269,N/A 
EVOJ,Evo Acquisition Corp.,9.66,undefined,None,,undefined,None,Not Found!,None, 150.94 Mil ,150471728,$,$0.03,1.0052029136316338,1.0,9.61,9.61,None,
CZNC,Citizens & Northern Corp,24.8,undefined,1.549,N/A,undefined,1.330916,Not Found!,None, 278.59 Mil ,261589968,$32.6,"$2,034.9",1.6621983914209115,1.6528150134048258,24.66,14.92,0.0113,
CZWI,"Citizens Community Bancorp, Inc",13.81,undefined,1.41,N/A,undefined,0.9431787,Not Found!,None, 188.52 Mil ,192436672,$21.03,"$1,550.46",2.067365269461078,2.0763473053892216,13.87,6.68,0.002,
DLCA,Deep Lake Capital Acquisition C,9.69,undefined,None,,undefined,None,Not Found!,None, 249.69 Mil ,248647904,$,$0.47,1.0167890870933893,1.0115424973767053,9.64,9.53,None,N/A 
DAKT,"Daktronics, Inc.",5.85,6.912539682539683,0.214,10.00,1.1816307149640486,1.3872023, 6.12 ,6.554, 192.46 Mil ,214222192,$58.3,$181.6,1.57258064516129,1.5591397849462365,5.8,3.72,0.0543,3.03 
DCOM,"Dime Community Bancshares, Inc.",32.8,undefined,1.85,N/A,undefined,1.3063312,Not Found!,None, 589.65 Mil ,627947584,$77.7,"$11,499.4",1.986674742580254,1.9678982434887946,32.49,16.51,0.0484,
CYBR,CyberArk Software Ltd.,155.39,3.2738095238095237,-0.15,-21.00,0.02106834110180529,8.549037, -1354.37 ,581.377, 5.69 Bil ,4554508288,$94.4,$890.1,1.6336206896551722,1.6196120689655171,154.0575,95.12,0.063200004,5.15 
DUOT,"Duos Technologies Group, Inc.",5.23,undefined,-1.417,N/A,undefined,None, -3.51 ,-4.572, 20.67 Mil ,28081730,$-4.60,$3.30,1.5848484848484852,1.5484848484848486,5.11,3.3,0.0049,-7.40 
EDRY,EuroDry Ltd.,25.2,undefined,-3.275,N/A,undefined,1.7049003, 10.8 ,26.965, 132.22 Mil ,102875408,$5.01,$69.91,7.368421052631579,7.2251461988304095,24.71,3.42,0.0072000003,0.71 
CYRX,"CryoPort, Inc.",56.11,undefined,-1.913,N/A,undefined,4.085418, -307.25 ,-1576.165, 2.44 Bil ,2668446464,$-32.2,$177.3,1.5487165332597297,1.5437482749102955,55.93,36.23,0.105399996,9.26 
DHCAU,DHC Acquisition Corp.,9.95,undefined,None,,undefined,None, -406.71 ,None, - ,None,$,$27.86,1.019467213114754,1.019467213114754,9.95,9.76,None,N/A 
FATBW,,,,Key Error,,,, -33.06 ,, - ,,$-14.09,$214.32,,,,,,N/A 
DISAU,Disruptive Acquisition Corporat,9.92,undefined,None,,undefined,None, -1040.42 ,None, - ,339941280,$,$23.37,1.0216271884654995,1.0205973223480946,9.91,9.71,None,N/A 
DFFN,Diffusion Pharmaceuticals Inc.,0.487,undefined,-0.276,N/A,undefined,0.95988584, -0.46 ,-0.543, 8.24 Mil ,9552702,$-15.41,$2.54,1.058695652173913,1.0552173913043479,0.4854,0.46,0.0171,N/A 
CZR,"Caesars Entertainment, Inc.",82.47,-775.1542857142858,-12.332,27.50,-9.399227424691231,3.8614845, 28.33 ,46.52, 43.46 Bil ,46333870080,$-491,"$33,654",1.9147898769445089,1.9043417692129092,82.02,43.07,0.0794,0.51 
DBX,"Dropbox, Inc.",30.14,-26.76980952380952,-0.606,16.80,-0.8881821341675356,None, 33.73 ,39.597, 12.72 Bil ,12271004672,$670,"$3,423",1.7071651090342679,1.7077315208156327,30.15,17.655,0.0942,1.85 
DBTX,"Decibel Therapeutics, Inc.",7.18,undefined,None,N/A,undefined,None, -7.43 ,-0.503, 281.61 Mil ,18485700,$,$26.99,1.161812297734628,1.132686084142395,7,6.18,0.039,N/A 
DCRCU,Decarbonization Plus Acquisitio,10.36,undefined,None,,undefined,None, -229.12 ,None, - ,503675616,$,$61.13,1.057142857142857,1.0591836734693878,10.38,9.8,None,
EMIF,iShares S&P Emerging Markets In,22.88,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1561394643759475,1.1571500757958564,22.9,19.79,,Not Found!
DAIO,Data I/O Corporation,5.02,undefined,-0.45,N/A,undefined,2.1865509, -73 ,-43.542, 32.12 Mil ,45197012,$-0.29,$7.39,1.7552447552447552,1.6783216783216783,4.8,2.86,0.00059999997,4.84 
EMB,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EMCB,WisdomTree Emerging Markets Cor,76.08,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0469244530067428,1.0458923902573276,76.005,72.67,,Not Found!
EBACU,European Biotech Acquisition Co,9.91,undefined,None,,undefined,None, -807.65 ,None, - ,None,$,$8.87,1.0143295803480041,1.008188331627431,9.85,9.77,None,
DCBO,Docebo Inc.,77.16,undefined,None,,undefined,None, -161.34 ,-287.119, 2.30 Bil ,1636576512,$3.27,$63.55,2.0736361193227624,2.016930932545015,75.05,37.21,None,24.14 
EPHYU,Epiphany Technology Acquisition,9.95,undefined,None,,undefined,None,Not Found!,None, - ,498000000,$,$0.01,1.0184237461617196,1.015353121801433,9.92,9.77,None,N/A 
EMXC,iShares MSCI Emerging Markets e,59.63,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.34,1.328314606741573,59.11,44.5,,Not Found!
EMXF,iShares ESG Advanced MSCI EM ET,42.9778,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1988228730822874,1.1894002789400278,42.64,35.85,,Not Found!
DUO,Fangdd Network Group Ltd.,1.39,undefined,None,N/A,undefined,None, -1.21 ,0.979, 50.61 Mil ,-185567648,$0.0,$333.4,1.053030303030303,1.0303030303030303,1.36,1.32,None,0.81 
ERYP,Erytech Pharma S.A.,5.96,undefined,-4.03,N/A,undefined,4.4293275, -2.59 ,-1.242, 140.21 Mil ,73442328,$0.00,$65.53,1.453658536585366,1.4024634146341464,5.7501,4.1,None,N/A 
DCPH,"Deciphera Pharmaceuticals, Inc.",26.46,-231.11611111111117,-4.487,21.00,-8.734546905181828,3.0655, -4.62 ,-5.828, 1.18 Bil ,1485110784,$-220.85,$93.91,1.0099236641221374,1.0,26.2,26.2,0.0762,6.98 
ENVIU,Environmental Impact Acquisitio,10.19,undefined,None,,undefined,None,Not Found!,None, - ,261679824,$,$0.04,1.0429887410440122,1.038894575230297,10.15,9.77,None,N/A 
EVLVW,,,,Key Error,,,, -194.28 ,, - ,,$,$38.87,,,,,,
ENZL,iShares MSCI New Zealand ETF,60.97,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0868092691622102,1.0837789661319073,60.8,56.1,,Not Found!
DCRNU,Decarbonization Plus Acquisitio,10.22,undefined,None,,undefined,None,Not Found!,None, - ,515337760,$,$0.47,1.042857142857143,1.036734693877551,10.16,9.8,None,N/A 
ESSCU,East Stone Acquisition Corporat,10.54,undefined,None,,undefined,None, -114.7 ,None, - ,186015008,$-0.57,$5.26,1.0582329317269075,1.0572289156626504,10.53,9.96,None,N/A 
DGICB,"Donegal Group, Inc.",15.65,undefined,1.999,,undefined,0.9048115, 5.97 ,4.658, 433.51 Mil ,379468416,$112.3,"$1,696.2",1.3491379310344829,1.3146551724137931,15.25,11.6,0.0022,
DBVT,DBV Technologies S.A.,4.9,-76.54079365079366,-1.475,21.22,-15.62057013281503,2.652081, -8.74 ,-3.509, 444.20 Mil ,410288896,$0.00,$57.57,3.6296296296296298,3.637037037037037,4.91,1.35,None,N/A 
EQRR,ProShares Equities for Rising R,46.72,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6371154250473052,1.6388674749456866,46.77,28.538,,Not Found!
DENN,Denny's Corporation,15.26,4.277777777777779,0.14,9.00,0.2803261977573905,None, 18.94 ,33.778, 1.32 Bil ,1364653952,$42.6,$517.8,1.7868852459016396,1.7530444964871197,14.971,8.54,0.0511,1.70 
ESGE,iShares ESG Aware MSCI EM ETF,40.79,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1923414206372405,1.181233557439345,40.41,34.21,,Not Found!
DLPN,"Dolphin Entertainment, Inc.",10.95,undefined,-1.447,N/A,undefined,3.8307347, -35.93 ,-95.66, 86.52 Mil ,79748392,$-2.26,$28.82,3.5901639344262293,3.3114754098360657,10.1,3.05,0.0234,-0.86 
EDSA,"Edesa Biotech, Inc.",4.21,undefined,-0.726,N/A,undefined,7.446808, -4.11 ,-3.863, 47.74 Mil ,61017072,$-14.99,$1.07,1.0395061728395063,1.0370370370370372,4.2,4.05,0.0067000003,27.88 
ESPO,VanEck Vectors Video Gaming and,65.01,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.122216468151217,1.127912998446401,65.34,57.93,,Not Found!
DFH,"Dream Finders Homes, Inc.",21.54,undefined,None,39.30,undefined,None, 25.21 ,27.458, 2.35 Bil ,2547067136,$,$598,1.2273504273504272,1.2307692307692308,21.6,17.55,0.081499994,4.15 
FDUSZ,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
FDUSG,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
EVGBC,Eaton Vance Global Income Build,99.94,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0,1.0,99.94,99.94,,Not Found!
ESGU,iShares ESG Aware MSCI USA ETF,100.83,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3873142542652723,1.3870390753990092,100.81,72.68,,Not Found!
DDOG,"Datadog, Inc.",132.42,-7.940952380952382,-0.12,29.40,-0.059967923130587394,49.378765, 20222.88 ,-2102.463, 40.04 Bil ,32100407296,$132.0,"$1,163.9",1.8990391510110423,1.8505664706725942,129.04,69.73,0.060700003,21.93 
ESGD,iShares ESG Aware MSCI EAFE ETF,79.52,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3083251069430732,1.3027311615663049,79.18,60.78,,Not Found!
DCT,"Duck Creek Technologies, Inc.",42.77,-34.05285714285715,-0.22,80.15,-0.7961855773405926,7.8849955, -579.92 ,-457.946, 5.43 Bil ,4988859904,$-1.6,$103.4,1.2612798584488354,1.2536125036862282,42.51,33.91,0.0935,34.16 
DTEA,DAVIDsTEA Inc.,3.54,45.826104761904766,-0.213,-131.72,12.945227333871403,None, -50.61 ,10.068, 68.08 Mil ,85832616,$-4.35,$89.56,4.657894736842105,4.565789473684211,3.47,0.76,0.0069999998,-1.19 
DMLP,"Dorchester Minerals, L.P.",15.96,undefined,0.61,N/A,undefined,6.5951295, 13.61 ,10.843, 547.32 Mil ,549923520,$41.21,$3.90,1.612121212121212,1.6035353535353534,15.875,9.9,0.0045,89.12 
EUFN,iShares MSCI Europe Financials ,19.8,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5242494226327945,1.516551193225558,19.7,12.99,,Not Found!
FFIE,,,,Key Error,N/A,,,Not Found!,, 2.99 Bil ,,$,$0.00,,,,,,
EWZS,iShares MSCI Brazil Small-Cap E,16.26,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3415841584158419,1.3242574257425743,16.05,12.12,,Not Found!
FFIEW,,,,Key Error,,,,Not Found!,, - ,,$,$0.00,,,,,,
