TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
COLIU,10.11,undefined,None,,undefined,Not Found!, - ,$,$0.02
COLL,23.26,10.435586206896556,0.76,0.55,0.4486494499955527, 7.62 , 897.93 Mil ,$-279.8,$457.8
COLM,110.99,98.80882758620693,1.62,31.70,0.8902498205802949, 23.95 , 6.79 Bil ,$247,"$1,004"
COMM,16.64,-159.73517241379312,-3.2,24.40,-9.599469496021221, 17.94 , 13.40 Bil ,$315,"$12,180"
COMS,2.38,undefined,None,N/A,undefined, -10.99 , 174.67 Mil ,$-6.20,$37.33
COMT,31.4,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CONE,73.64,135.72056413793106,0.349,247.81,1.8430277585270378, 22.79 , 12.41 Bil ,$456,"$4,339"
CONN,19.3,-5.257241379310345,-0.11,23.00,-0.27239592638913707, 21.33 , 1.54 Bil ,$406,"$1,198"
CONX,9.99,undefined,None,N/A,undefined,Not Found!, 932.07 Mil ,$,$0.19
CONXU,10.5589,undefined,None,,undefined,Not Found!, - ,$,$0.19
COOL,9.83,undefined,None,15.00,undefined,Not Found!, 488.50 Mil ,$,$0.25
COOLU,10.05,undefined,None,,undefined,Not Found!, - ,$,$0.25
COOP,32.74,142.06234482758623,3.2,20.76,4.339106439449793, 13.02 , 15.33 Bil ,$144,"$21,661"
CORE,42.71,25.518482758620692,1.39,3.60,0.5974826213678457, 15.3 , 2.45 Bil ,$117,"$1,323"
CORT,22.9,-42.42965517241379,0.85,-41.40,-1.8528233699744014, 16.93 , 2.21 Bil ,$150.7,$48.4
COST,369.55,254.3079531034483,9.779,8.64,0.688155738339733, 21.83 , 166.81 Bil ,"$5,809","$38,789"
COUP,263.47,-117.58089655172414,-2.627,21.00,-0.4462781210449923, -244.37 , 19.82 Bil ,$66.7,"$2,064.6"
COVAU,10.08,undefined,None,,undefined,Not Found!, - ,$,$0.23
COWN,39.42,199.28965517241383,7.1,10.00,5.055546808026733, 17.9 , 3.57 Bil ,$511,"$6,659"
CPHC,13.52,undefined,0.226,N/A,undefined, 63.88 , 65.21 Mil ,$0.14,$17.51
CPIX,2.99,-12.851034482758624,-0.22,30.00,-4.298004843731981, -25.04 , 39.01 Mil ,$3.30,$49.59
CPLP,11.24,60.043431724137925,1.638,15.66,5.341942324211559, 6.16 , 546.00 Mil ,$-104.6,$400.1
CPRT,121.76,137.90328275862072,2.951,22.30,1.1325828084643619, 27.66 , 28.50 Bil ,$479,$992
CPRX,4.31,undefined,0.71,N/A,undefined, 7.31 , 309.31 Mil ,$45.0,$22.8
CPSH,8.02,undefined,0.069,N/A,undefined, 73.87 , 106.68 Mil ,$1.35,$1.96
CPSI,29.71,29.81227586206897,0.98,11.55,1.0034424726377977, 14.41 , 513.84 Mil ,$42.5,$126.3
CPSS,4.11,38.91724137931035,0.9,20.00,9.468915177447773,Not Found!, 2.13 Bil ,$238.7,"$2,012.5"
CPST,7.34,-99.26627586206898,-1.953,25.00,-13.524015785023023, -8.65 , 117.10 Mil ,$-8.92,$81.54
CPTA,15.46,-454.60132413793104,-13.084,14.40,-29.40500156131507,Not Found!, 205.28 Mil ,$53.11,$219.05
CPZ,20.35,undefined,None,,undefined,Not Found!, - ,$,$199.28
CRAI,76.41,86.17172413793104,3.07,10.00,1.1277545365519048, 11.28 , 673.78 Mil ,$37.6,$349.5
CRBP,1.64,undefined,-1.424,N/A,undefined, -1.25 , 150.21 Mil ,$-100.17,$57.02
CRCT,23.34,undefined,None,,undefined, 46.08 , 4.51 Bil ,$15.7,$352.5
CRDF,8.06,undefined,None,N/A,undefined, -9.67 , 181.87 Mil ,$-16.32,$6.57
CREE,109.69,-623.7986206896552,-3.37,113.50,-5.686923335670118, -72.29 , 11.68 Bil ,$-445.1,"$1,253.3"
CREG,7.49,undefined,1.58,N/A,undefined, 62.91 ," -29,886,000.00 ",$46.64,$43.46
CRESY,5.66,80.30758620689656,1.58,25.00,14.188619471183138, 3.33 , 2.04 Bil ,$22,"$2,235"
CREX,1.23,undefined,-1.652,N/A,undefined, -1.58 , 23.10 Mil ,$-4.19,$16.28
CRIS,10.31,undefined,-0.615,N/A,undefined, -29.8 , 735.14 Mil ,$-26.42,$73.69
CRKN,3.43,undefined,None,N/A,undefined, -2.35 , 45.61 Mil ,$-3.89,$7.41
CRMD,7.54,undefined,-0.771,N/A,undefined, -8.94 , 241.76 Mil ,$-22.08,$5.09
CRMT,149.73,336.9307586206897,10.094,13.50,2.2502555174025893, 12.2 , 1.23 Bil ,$-14.3,$378.3
CRNC,91.17,undefined,None,15.00,undefined, 75.35 , 3.54 Bil ,$28.4,$707.6
CRNT,3.42,-7.523241379310346,-0.211,15.00,-2.1997781810848966, 72.38 , 253.07 Mil ,$10.8,$126.3
CRNX,16.17,undefined,-2.424,N/A,undefined, -5.88 , 436.09 Mil ,$-62.21,$14.53
CRON,8.2,undefined,-0.212,,undefined, -7.57 , 1.50 Bil ,$-177.85,$217.51
CROX,77.88,127.9944827586207,4.56,10.00,1.643483343074226, 21.09 , 5.09 Bil ,$225,$828
CRSA,10.07,undefined,-0.08,,undefined, -96.06 , 313.60 Mil ,$-1.55,$11.36
CRSAU,10.45,undefined,-0.08,,undefined,Not Found!, - ,$-1.55,$11.36
CRSP,115.04,1540.2291034482762,-5.29,-200.40,13.388639633590717, -21.94 , 7.58 Bil ,$-256.72,$163.73
CRSR,32.17,undefined,None,9.02,undefined, 20.44 , 3.11 Bil ,$121,$877
CRTD,3.43,undefined,None,N/A,undefined, -1.75 , 31.89 Mil ,$-7.34,$5.34
CRTO,35.45,6.388800000000001,1.16,-4.87,0.18022002820874472, 8.73 , 1.88 Bil ,$118,$701
CRTX,36.75,-107.10388965517242,-2.634,18.30,-2.914391555242787, -12.8 , 976.96 Mil ,$-50.87,$17.20
CRUS,84.56,88.6070482758621,3.366,8.85,1.0478600789482273, 16.75 , 4.67 Bil ,$209,$425
CRVL,112.27,undefined,2.38,N/A,undefined, 25.63 , 2.00 Bil ,$70.4,$248.0
CRVS,2.63,undefined,-0.203,N/A,undefined, -1.38 , 59.57 Mil ,$-34.78,$13.38
CRWD,213.37,-33.78896551724138,-0.425,43.90,-0.1583585579849153, -980.87 , 45.28 Bil ,$292.7,"$1,860.7"
CRWS,7.73,14.95241379310345,0.73,5.00,1.9343355489137708, 6.19 , 80.26 Mil ,$8.57,$23.37
CRZNU,10.02,undefined,None,,undefined,Not Found!, - ,$,$0.08
CSA,64.0628,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CSB,59.6772,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CSBR,11.03,-3.565517241379311,-0.1,15.00,-0.32325632288117057, 425.84 , 146.49 Mil ,$-1.11,$17.39
CSCO,52.85,54.75572413793104,2.39,6.60,1.0360591133004926, 13.6 , 202.87 Bil ,"$14,372","$56,480"
CSCW,1.2,undefined,None,20.00,undefined, -12.33 , 63.70 Mil ,$-4.54,$0.53
CSF,59.766,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CSGP,899,256.42137931034483,5.93,20.00,0.2852295654175137, 81.33 , 33.41 Bil ,$438,"$1,540"
CSGS,46.82,9.664827586206897,1.82,-5.00,0.2064251940667855, 10.3 , 1.76 Bil ,$143.6,$909.6
CSII,38.81,-94.38819310344829,-0.552,104.20,-2.432058570045047, -97.29 , 1.34 Bil ,$-15.9,$75.1
CSIQ,42.59,74.02620689655173,2.38,12.00,1.7381123948474224, 22.02 , 4.54 Bil ,$0,"$4,377"
CSML,34.8253,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CSOD,45.11,-22.90427586206897,-0.629,15.50,-0.5077427590793387, 42.88 , 4.00 Bil ,$64.1,"$1,865.7"
CSPI,9.26,undefined,0.046,N/A,undefined, 16.74 , 24.27 Mil ,$2.13,$21.79
CSQ,18.36,undefined,1.449,N/A,undefined,Not Found!, 3.53 Bil ,$129.2,$954.9
CSSE,31.31,undefined,-3.622,N/A,undefined, 70.47 , 483.10 Mil ,$-23.51,$91.18
CSSEP,27.1,undefined,-3.622,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CSTE,14.04,7.360137931034483,0.21,14.60,0.5242263483642795, 10.32 , 509.46 Mil ,$27.8,$333.6
CSTL,64.94,undefined,-0.207,N/A,undefined, -153.09 , 1.09 Bil ,$5.11,$23.64
CSTR,18.1,undefined,1.22,N/A,undefined,Not Found!, 143.06 Mil ,$23.6,"$2,643.5"
CSWC,23.53,undefined,0.839,N/A,undefined,Not Found!, 804.85 Mil ,$-69.48,$396.18
CSWI,138.82,94.05682758620691,3.024,12.00,0.6775452210503308, 32.64 , 2.39 Bil ,$53.3,$477.9
CSX,98.71,130.21572413793103,3.6,15.34,1.3191745936372308, 15.39 , 88.85 Bil ,"$2,637","$26,683"
CTAQ,9.89,undefined,None,,undefined,Not Found!, 511.15 Mil ,$,$0.01
CTAQU,10.13,undefined,None,,undefined,Not Found!, - ,$,$0.01
CTAS,343.74,295.94339310344833,9.136,12.85,0.8609512803381868, 23.32 , 37.87 Bil ,"$1,120","$4,531"
CTBI,45.15,68.61724137931034,3.35,5.00,1.5197617138274717,Not Found!, 512.73 Mil ,$60.9,"$4,484.3"
CTEC,20.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CTG,11.18,18.897241379310348,0.53,15.00,1.690272037505398, 10.91 , 160.96 Mil ,$27.9,$96.7
CTHR,2.98,-7.710620689655173,-0.132,30.00,-2.587456607266837, -20.36 , 66.28 Mil ,$2.45,$6.38
CTIB,1.78,-108.8833103448276,-1.864,30.00,-61.17039907012787, 125.47 , 23.46 Mil ,$1.55,$20.36
CTIC,2.35,undefined,-0.737,N/A,undefined, -3.24 , 164.58 Mil ,$-42.21,$18.21
CTMX,7.6,-8.221627586206896,-0.713,-0.90,-1.081793103448276, -4.67 , 214.72 Mil ,$2.9,$308.9
CTRE,23.81,18.612000000000002,0.846,6.00,0.7816883662326755, 17.9 , 2.82 Bil ,$145.7,$589.4
CTRM,0.4884,undefined,-0.026,,undefined, -235.59 , 415.59 Mil ,$-2.35,$21.99
CTRN,100.2,82.72,2.32,15.00,0.8255489021956087, 18.86 , 969.43 Mil ,$93.9,$331.0
CTSH,80.4,46.40179310344828,2.57,3.40,0.5771367301423914, 15.45 , 41.37 Bil ,"$2,901","$6,087"
CTSO,8.95,undefined,-0.202,N/A,undefined, -43.64 , 309.90 Mil ,$-7.29,$10.74
CTXR,1.64,undefined,-0.467,N/A,undefined, -9.8 , 207.75 Mil ,$-21.38,$9.51
CTXS,138.85,123.5034482758621,4,11.85,0.8894738802726835, 23.37 , 18.22 Bil ,$886,"$4,778"
CUBA,6.22,undefined,-0.877,N/A,undefined,Not Found!, 38.20 Mil ,$0.00,$0.17
CUE,12.45,undefined,-1.561,N/A,undefined, -6.84 , 294.77 Mil ,$-32.49,$20.62
CUTR,29.01,-72.73427586206898,-1.431,25.00,-2.507213921477731, -21.72 , 465.78 Mil ,$-18.2,$75.9
CVAC,113,undefined,None,-112.74,undefined, -122.67 , 19.56 Bil ,$-8.78,$306.90
CVBF,21.835,36.43351724137932,1.298,10.00,1.6685833405715282,Not Found!, 913.27 Mil ,$180.4,"$12,411.3"
CVCO,221.3,399.0830344827586,6.832,30.00,1.8033575891674585, 19.05 , 1.68 Bil ,$111,$245
CVCY,19.71,40.555862068965524,1.62,8.00,2.0576287198866323,Not Found!, 183.92 Mil ,$15.50,"$1,759.08"
CVET,28.6,-7.263337931034482,-0.22,13.26,-0.2539628647214854, 21.32 , 4.54 Bil ,$-5,"$1,959"
CVGI,9.56,-37.324137931034485,-1.2,12.00,-3.9041985283508875, -79.64 , 430.31 Mil ,$27.2,$359.0
CVGW,79.91,-14.805848275862072,-0.428,14.30,-0.18528154518661086, 129.14 , 1.50 Bil ,$36,$185
CVLG,20.7,undefined,None,5.00,undefined, 6.26 , 452.40 Mil ,$-31.0,$386.1
CVLT,68.73,-17.06593103448276,-0.608,10.00,-0.24830395801662677, 65.44 , 2.82 Bil ,$84.4,$491.5
CVLY,17.87,undefined,0.86,N/A,undefined,Not Found!," -81,803,000.00 ",$9.66,"$1,964.24"
CVV,3.91,undefined,-0.915,N/A,undefined, -29.23 , 31.88 Mil ,$-0.30,$16.78
CWBC,12.7,undefined,0.97,N/A,undefined,Not Found!, 193.50 Mil ,$15.51,$886.43
CWBR,1.14,undefined,-0.333,N/A,undefined, -11.6 , 48.88 Mil ,$-9.81,$3.42
CWCO,12.91,5.958206896551724,0.238,8.00,0.4615187371457571, 29.9 , 160.41 Mil ,$15.61,$10.54
CWST,67.63,50.2328275862069,1.86,9.30,0.742759538462323, 24.98 , 3.91 Bil ,$31.8,$831.8
CXDC,1.07,undefined,-1.209,N/A,undefined, -81.12 , 1.33 Bil ,$-362,"$2,136"
CXDO,5.93,undefined,0.46,N/A,undefined, 42.14 , 94.09 Mil ,$-0.27,$4.94
CXSE,65.26,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CYAD,6.89,undefined,-1.477,,undefined, -4.49 , 77.92 Mil ,$-34.04,$42.69
CYAN,3.09,undefined,0.201,N/A,undefined, 7.08 , 27.20 Mil ,$1.33,$13.96
CYBE,28.09,39.13724137931035,0.77,25.00,1.3932802199825687, 22.27 , 192.00 Mil ,$4.22,$14.19
CYBR,147.49,1.081034482758621,-0.15,-13.25,0.007329544258991259, 159.87 , 5.16 Bil ,$99.6,$855.1
CYCC,6.48,undefined,-3.419,N/A,undefined, -2.53 , 26.87 Mil ,$-8.03,$3.54
CYCN,2.43,undefined,-2.559,N/A,undefined, -0.93 , 75.45 Mil ,$-74.01,$55.89
CYRN,0.6178,-12.367034482758623,-0.286,20.00,-20.01786093033121, -6 , 64.82 Mil ,$-11.66,$46.91
CYRX,50.51,undefined,-1.945,N/A,undefined, -112.89 , 2.29 Bil ,$-24.54,$169.71
CYTH,6.58,undefined,None,N/A,undefined, -3.41 , 30.65 Mil ,$-8.59,$3.74
CYTK,24.73,-70.34765517241381,-1.973,15.00,-2.8446281913632756, -17.25 , 1.50 Bil ,$-2.11,$420.42
CZNC,23.7,undefined,1.296,N/A,undefined,Not Found!, 355.39 Mil ,$21.65,"$1,939.34"
CZR,88.75,-738.1986206896553,-13.515,27.50,-8.317730937348228, 345.39 , 43.35 Bil ,$-769,"$31,351"
CZWI,14.75,undefined,1.14,N/A,undefined,Not Found!, 214.73 Mil ,$21.21,"$1,488.53"
DADA,23.4,undefined,None,-31.26,undefined, -18.49 , 4.46 Bil ,$-36.2,$385.2
DAIO,5.52,undefined,-0.48,N/A,undefined, -20.74 , 33.41 Mil ,$-0.23,$5.95
DAKT,6.29,6.006758620689657,0.214,10.00,0.9549695740365114, 7.15 , 200.32 Mil ,$41.5,$175.9
DALI,24.4068,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DARE,1.32,undefined,-0.911,N/A,undefined, -2.43 , 66.11 Mil ,$-25.24,$8.70
DAX,34.19,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DBDR,10.11,undefined,None,,undefined,Not Found!, 292.06 Mil ,$,$0.02
DBDRU,10.49,undefined,None,,undefined,Not Found!, - ,$,$0.02
DBTX,9.84,undefined,None,N/A,undefined, -8.76 , 346.50 Mil ,$,$26.99
DBVT,5.98,-65.88468965517244,-1.475,20.94,-11.017506631299739, -4.35 , 450.86 Mil ,$0.00,$81.21
DBX,26.12,-23.761062068965522,-0.619,16.80,-0.9096884406188944, 36.88 , 10.34 Bil ,$491,"$2,053"
DCBO,45.23,undefined,None,,undefined, -211.34 , 1.24 Bil ,$3.71,$53.94
DCOM,32.67,undefined,1.858,N/A,undefined,Not Found!, 782.19 Mil ,$42.3,"$5,916.5"
DCPH,45.2,-213.8119310344828,-4.777,21.00,-4.730352456515106, -8.04 , 2.13 Bil ,$-245.00,$98.76
DCRB,10.06,undefined,None,,undefined, -49.69 , 282.89 Mil ,$0.00,$221.79
DCRBU,10.78,undefined,None,,undefined,Not Found!, - ,$0.00,$221.79
DCRCU,10.02,undefined,None,,undefined,Not Found!, - ,$,$0.02
DCRNU,10.16,undefined,None,,undefined,Not Found!, - ,$,$0.47
DCT,42.9,-20.761931034482764,-0.22,53.70,-0.4839610963748896, -466.89 , 5.22 Bil ,$8.7,$105.4
DCTH,12.17,-297.8989655172414,-8.355,15.00,-24.47814014110447, -16.99 , 64.03 Mil ,$-24.34,$13.29
DDIV,30.103,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DDMXU,10.42,undefined,None,,undefined,Not Found!, - ,$,$0.13
DDOG,87.89,undefined,-0.12,N/A,undefined, 1238.41 , 24.84 Bil ,$83.2,$932.9
DEMZ,25.96,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DENN,17.49,-2.2303448275862077,-0.084,9.00,-0.1275211450878335, 58.13 , 1.45 Bil ,$-10.1,$561.4
DFFN,0.66,undefined,-0.3,N/A,undefined, -3.12 , 49.77 Mil ,$-13.55,$2.92
DFH,22.53,undefined,None,39.30,undefined, 25.4 , 2.37 Bil ,$,$598
DFHT,13.03,undefined,None,,undefined,Not Found!, 225.78 Mil ,$,$0.02
DFHTU,13.5,undefined,None,,undefined,Not Found!, - ,$,$0.02
DFPH,10.14,undefined,None,,undefined, -606.39 , 291.68 Mil ,$,$6.50
DFPHU,10.3,undefined,None,,undefined,Not Found!, - ,$,$6.50
DGICA,16.37,50.32765517241379,1.793,10.00,3.07438333368441, 6.59 , 471.00 Mil ,$101.1,"$1,642.7"
DGICB,14.85,undefined,1.793,,undefined, 6.67 , 474.88 Mil ,$101.1,"$1,642.7"
DGII,17.96,10.098,0.261,17.00,0.562249443207127, 18.89 , 603.16 Mil ,$63.4,$151.1
DGLY,1.8,-5.275448275862069,-0.122,20.00,-2.9308045977011496, -43.72 , 88.86 Mil ,$-13.97,$6.44
DGNS,10.25,undefined,None,,undefined,Not Found!, 364.00 Mil ,$,$0.03
DGRE,30.02,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DGRS,46.8559,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DGRW,59.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DHBCU,10.03,undefined,None,,undefined,Not Found!, - ,$,$0.00
DHC,4.62,undefined,None,3.20,undefined, 13.82 , 4.68 Bil ,$159,"$3,857"
DHCAU,10.07,undefined,None,,undefined,Not Found!, - ,$,$0.00
DHHCU,10.07,undefined,None,,undefined,Not Found!, - ,$,$0.03
DHIL,161.02,undefined,12.027,N/A,undefined, 8.63 , 400.93 Mil ,$57.3,$79.0
DIOD,79.47,67.03172413793105,1.88,15.00,0.843484637447226, 15.57 , 3.74 Bil ,$111,$963
DISAU,9.94,undefined,None,,undefined,Not Found!, - ,$,$0.00
DISCA,36.37,39.65762482758622,1.419,9.92,1.0903938638324504, 4.61 , 30.89 Bil ,"$2,337","$22,087"
DISCB,83.85,521.0176551724139,1.419,233.50,6.213687002652522, 4.66 , 31.19 Bil ,"$2,337","$22,087"
DISCK,31.2,46.073462068965526,1.419,12.90,1.4767135278514592, 4.6 , 30.80 Bil ,"$2,337","$22,087"
DISH,37,-66.48582068965518,3.02,-23.01,-1.7969140726933834, 9.5 , 31.40 Bil ,"$1,072","$24,459"
DJCO,317.75,undefined,35.561,N/A,undefined, 2.6 , 174.52 Mil ,$2.59,$102.33
DKNG,56.68,undefined,None,30.30,undefined, -26.56 , 19.95 Bil ,$0.0,$742.5
DLCAU,10.21,undefined,None,,undefined,Not Found!, - ,$,$0.47
DLHC,10.54,20.027586206896558,0.55,15.50,1.9001504940129563, 11.16 , 227.96 Mil ,$13.8,$135.9
DLPN,8.15,undefined,-0.577,N/A,undefined, 30.05 , 73.33 Mil ,$-1.58,$29.68
DLTH,15.85,21.245931034482762,0.418,25.00,1.3404372892418146, 12.91 , 681.47 Mil ,$38.5,$324.5
DLTR,116.95,156.70372413793106,5.65,9.78,1.3399206852324161, 13.77 , 35.42 Bil ,"$1,818","$13,411"
DMAC,9.41,-45.796413793103454,-0.784,30.00,-4.8667814870460635, -11.63 , 145.16 Mil ,$-9.19,$2.08
DMLP,14.38,undefined,0.61,N/A,undefined, 22 , 481.33 Mil ,$39.41,$3.76
DMRC,34.54,-147.45310344827587,-3.41,20.00,-4.26905337140347, -16.5 , 495.21 Mil ,$-21.98,$13.19
DMTK,37.49,undefined,-3.343,N/A,undefined, -27.44 , 955.10 Mil ,$-30.52,$6.29
DMXF,67.73,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DNLI,53.09,undefined,0.63,N/A,undefined, 67.46 , 4.81 Bil ,$413.1,$453.7
DOCU,223.3,-93.6153103448276,-1.31,38.60,-0.41923560387294045, -330.08 , 42.85 Bil ,$215,"$2,011"
DOGZ,1.65,undefined,-0.33,N/A,undefined, -10.59 , 48.53 Mil ,$-11.66,$12.04
DOMO,60.53,undefined,-2.888,N/A,undefined, -26.68 , 1.82 Bil ,$-21.7,$299.9
DOOO,90.72,undefined,3.277,,undefined, 12.62 , 8.53 Bil ,$507,"$4,213"
DORM,107.63,117.66206896551725,3.3,15.00,1.0932088540882399, 20.21 , 3.35 Bil ,$137,$367
DOX,76.87,112.72800000000001,5.124,6.00,1.466475868349161, 12.11 , 9.58 Bil ,$714,"$2,998"
DOYU,10.25,undefined,None,36.31,undefined, 59.83 , 2.08 Bil ,$0,$307
DRIO,17.23,undefined,-5.551,N/A,undefined, -7.6 , 225.66 Mil ,$-17.85,$7.26
DRIV,27.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DRNA,29.09,undefined,-1.52,N/A,undefined, -16.81 , 1.79 Bil ,$163.4,$570.1
DRRX,1.64,-0.10696551724137933,-0.003,15.00,-0.06522287636669472, -30.22 , 356.56 Mil ,$-38.91,$35.53
DRTT,3.02,undefined,None,,undefined, 85.31 , 246.42 Mil ,$-9.1,$66.6
DRVN,25.94,undefined,None,48.20,undefined, 42.28 , 6.97 Bil ,$,"$3,548.8"
DSAC,9.94,undefined,None,,undefined,Not Found!, 216.37 Mil ,$,$0.05
DSACU,11.1,undefined,None,,undefined,Not Found!, - ,$,$0.05
DSGX,64.66,27.117655172413798,0.61,20.80,0.41938841899804824, 37.32 , 5.29 Bil ,$127.5,$152.2
DSKE,7.22,1.0165517241379312,0.02,25.00,0.14079663769223424, 7.68 , 1.14 Bil ,$108,$982
DSP,39.24,undefined,None,N/A,undefined, 69.42 , 2.21 Bil ,$,$113.4
DSPG,14.01,-7.26,-0.29,8.00,-0.5182012847965739, -98.44 , 273.63 Mil ,$13.6,$60.2
DSWL,3.79,undefined,-0.065,N/A,undefined, 4 , 14.20 Mil ,$12.61,$19.41
DTEA,3.01,197.23697931034485,-1.055,-131.72,65.52723565127737, -4.63 , 62.02 Mil ,$3.1,$62.0
DTIL,8.13,undefined,-2.095,N/A,undefined, -4.01 , 398.43 Mil ,$-92.42,$105.73
DTOCU,9.98,undefined,None,,undefined,Not Found!, - ,$,$0.03
DTSS,2.88,undefined,-0.1,,undefined, -32.56 , 64.14 Mil ,$-3.65,$2.25
DUNEU,10.1,undefined,None,,undefined,Not Found!, - ,$,$6.55
DUO,5.13,undefined,None,N/A,undefined, -11.9 , 332.17 Mil ,$0.0,$394.8
DUOT,8.03,undefined,-2.032,N/A,undefined, -4.6 , 28.39 Mil ,$-4.52,$4.52
DVAX,10.89,undefined,-0.782,N/A,undefined, -23.78 , 1.11 Bil ,$-103.32,$294.58
DVLU,23.0057,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DVOL,26.2099,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DVY,117.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAS,82.16,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAT,13.0619,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAW,37.7787,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWCR,35.025,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWEQ,27.741,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWMC,34.1759,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWPP,31.2016,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWSH,8.96,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWSN,2.4,-43.04292413793103,-0.564,41.80,-17.93455172413793, 4.68 , 19.08 Mil ,USD16.79,USD12.40
DWUS,36.7142,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXCM,393.04,246.43944827586208,5.06,23.60,0.6270085698042491, 97.34 , 36.67 Bil ,$277,"$2,464"
DXGE,35.4643,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXJS,44.3431,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXPE,29.45,-70.22400000000002,-1.624,20.00,-2.3845161290322587, -188.2 , 801.87 Mil ,$101,$504
DXYN,3.64,11.12471724137931,-0.601,-20.70,3.056241000378931, 21.03 , 150.49 Mil ,$11.8,$169.1
DYAI,4.85,undefined,-0.339,N/A,undefined, -10.51 , 104.82 Mil ,$-6.57,$1.63
DYN,17.88,undefined,None,N/A,undefined, -11.68 , 551.67 Mil ,$-37.54,$10.97
DYNT,1.11,undefined,-0.405,N/A,undefined, -12.26 , 30.12 Mil ,$2.63,$18.61
DZSI,14.69,-46.268275862068975,-1.07,20.00,-3.149644374545199, -32.58 , 403.74 Mil ,$2.8,$158.7
EA,139.63,141.27929655172414,4.045,14.52,1.0118119068375289, 23.8 , 34.97 Bil ,"$1,928","$4,457"
EACPU,10.05,undefined,None,,undefined,Not Found!, - ,$,$0.03
EAR,47.28,undefined,None,54.80,undefined, -49.34 , 1.58 Bil ,$0.00,$38.72
EARS,3.43,undefined,-1.481,N/A,undefined, -3.1 , 27.40 Mil ,$-8.06,$4.54
EAST,1.64,undefined,-0.983,N/A,undefined,Not Found!, 111.46 Bil ,$-3.11,$3.71
EBACU,10.1,undefined,None,,undefined,Not Found!, - ,$,$0.05
EBAY,63.79,326.77234206896554,7.892,18.79,5.122626462909007, 10.34 , 46.10 Bil ,"$1,925","$15,749"
EBC,20.04,undefined,None,N/A,undefined,Not Found!, 3.60 Bil ,$64.7,"$12,536.1"
EBIX,28.81,86.45241379310346,3.08,10.00,3.0007779865707556, 10.04 , 1.55 Bil ,$63.4,$920.0
EBIZ,34.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EBMT,23.62,87.29448275862069,3.11,10.00,3.6957867382989282,Not Found!, 141.93 Mil ,$-18.52,"$1,104.70"
EBON,4.33,undefined,None,,undefined, -28.91 , 779.13 Mil ,$-19.09,$57.66
EBSB,18.27,40.123448275862074,1.29,12.00,2.196138384009966,Not Found!, 632.42 Mil ,$59.4,"$5,851.0"
EBTC,33.99,undefined,2.64,N/A,undefined,Not Found!, 244.07 Mil ,$33.7,"$3,679.9"
ECHO,32.71,22.71310344827586,0.6,16.45,0.6943779715156179, 14.13 , 962.98 Mil ,$42,$565
ECOL,42.64,-256.23931034482763,-12.51,5.00,-6.009364689137609, -8.01 , 2.06 Bil ,$49.7,"$1,229.4"
ECOR,1.85,undefined,-0.603,N/A,undefined, -2.72 , 64.87 Mil ,$-20.10,$7.87
