TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
NWPX,33.42,51.67828947,1.93,10,1.546328231,8.19, 336.80 Mil ,$41.70 ,$103.40 
HWKN,33.52,undefined,1.72,N/A,undefined,11.06, 815.48 Mil ,$22.20 ,$189.10 
HX,1.76,undefined,-4.741,N/A,undefined,-2.06, 30.45 Mil ,$0.00 ,$33.13 
HYFM,60.32,undefined,None,128.09,undefined,-102.6, 2.08 Bil ,$,$64.90 
HYLS,48.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HYMC,3.5,undefined,None,N/A,undefined,-4.33, 328.03 Mil ,($91.76),$200.68 
HYMCW,0.5201,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HYRE,9.8,undefined,-0.867,N/A,undefined,-13.56, 200.56 Mil ,($8.39),$8.02 
HYXF,51.8252,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HYZD,22.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
WHD,30.62,47.24905263,0.72,36.84,1.54307814,20.61, 2.29 Bil ,$118.90 ,$264.80 
LRCX,595.24,917.1683053,20.136,22.97,1.540837822,24.22, 91.14 Bil ,"$2,085 ","$9,862 "
LYTS,8.53,13.13993421,0.271,25,1.540437774,13.54, 233.04 Mil ,$19.70 ,$52.00 
IBB,150.56,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBBJ,33.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
WSC,27.75,42.69071053,0.41,63.44,1.538403983,23.85, 9.24 Bil ,$116 ,"$3,431 "
IBEX,22,undefined,-0.074,N/A,undefined,14.87, 468.90 Mil ,$30.20 ,$204.00 
NOMD,27.46,42.20766579,1.342,13.23,1.537059934,13.25, 6.57 Bil ,$457 ,"$4,194 "
NHI,72.28,110.8539474,4.14,10,1.533673871,15.34, 4.88 Bil ,$232.10 ,"$1,597.50 "
IBTA,25.3537,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTB,25.419,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTD,25.6557,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTE,25.7084,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTF,25.6181,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTG,25.4566,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTH,25.1405,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTI,25.0253,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTJ,24.755,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IBTK,23.0956,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DOX,70.15,107.5365789,5.124,6,1.532951945,11.4, 9.02 Bil ,$714 ,"$2,998 "
NCBS,83.46,127.875,5.7,7,1.5321711,Not Found!, 67.90 Mil ,$68.10 ,"$4,012.60 "
CHTR,617.02,941.5073684,15.4,33.74,1.525894409,12.29, 219.48 Bil ,"$6,606 ","$113,925 "
ICCC,9.64,undefined,-0.142,N/A,undefined,204.46, 76.47 Mil ,($3.37),$11.97 
ICCH,14.72,undefined,1.16,,undefined,10.08, 53.34 Mil ,$4.12 ,$111.95 
APPF,141.41,215.2815789,4.44,25,1.522392893,119.15, 4.80 Bil ,$3.20 ,$103.60 
KNX,48.09,73.19052632,2.4,12.57,1.521948977,8.06, 8.74 Bil ,$399 ,"$2,596 "
ICLK,11.77,undefined,-0.16,N/A,undefined,-105.88, 1.11 Bil ,$0.00 ,$182.90 
ICLN,24.3,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SFNC,29.67,45.13618421,2.31,5,1.521273482,Not Found!, 1.49 Bil ,$189.30 ,"$19,383.10 "
ICMB,5.62,undefined,-0.332,N/A,undefined,Not Found!, 230.10 Mil ,$8.64 ,$162.47 
GSBD,19.33,29.39359211,3.265,-2.28,1.520620388,Not Found!, 3.60 Bil ,$165.80 ,"$1,696.90 "
NEU,380.16,577.8369474,24.644,7.7,1.519983553,10.71, 4.73 Bil ,$191 ,"$1,174 "
BMRC,39.16,59.44342105,2.22,10,1.517962744,Not Found!, 361.15 Mil ,$39.90 ,"$2,553.70 "
CROX,80.45,122.1,4.56,10,1.517712865,22.56, 5.44 Bil ,$225 ,$828 
IDEX,2.92,undefined,-0.461,N/A,undefined,-8.66, 1.18 Bil ,($27.04),$56.70 
IDLB,29.89,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
VCTR,25.56,38.76631579,2.88,0.8,1.516679021,7.59, 2.50 Bil ,$242.60 ,"$1,023.20 "
IDRA,1.3,undefined,-3.331,N/A,undefined,-0.17, 19.00 Mil ,($33.78),$133.57 
CCBG,26.02,39.45526316,1.88,6,1.516343703,Not Found!, 507.21 Mil ,($58.30),"$3,477.20 "
IDYA,23.5,undefined,-1.395,N/A,undefined,-14.49, 492.22 Mil ,$55.46 ,$100.00 
WPM,38.21,57.90944211,1.128,26.97,1.515557239,22.01, 17.98 Bil ,$764 ,$243 
IEC,12.04,undefined,0.658,N/A,undefined,13.2, 186.11 Mil ,($5.80),$112.80 
IEF,112.8603,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEI,129.8117,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEP,53.72,undefined,-7.33,N/A,undefined,-11.97, 16.61 Bil ,($615),"$15,730 "
IESC,50.41,undefined,2.13,N/A,undefined,16.5, 1.12 Bil ,$81 ,$314 
IEUS,65.715,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IFGL,27.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IFMK,1.34,undefined,0.028,N/A,undefined,52.82, 151.64 Mil ,($4.51),$110.33 
IFRX,3.9,undefined,-1.478,N/A,undefined,-2.07, 79.09 Mil ,($42.34),$12.59 
IFV,23.03,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGAC,9.88,undefined,None,,undefined,Not Found!, 371.25 Mil ,$,$0.01 
IGACU,10.22,undefined,None,,undefined,Not Found!, - ,$,$0.01 
IGF,45.07,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGIB,59.1169,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGIC,8,undefined,None,N/A,undefined,Not Found!, 84.26 Mil ,$0.00 ,$829.60 
IGMS,76.69,undefined,-26.204,N/A,undefined,-31.39, 2.31 Bil ,($68.00),$23.54 
IGNYU,10.02,undefined,None,,undefined,Not Found!, - ,$,$0.08 
IGOV,51.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGSB,54.5999,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TCS,16.64,25.21547368,0.732,15.3,1.515352986,12.52, 1.34 Bil ,$132.60 ,$785.60 
IHYF,25.385,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IIII,9.95,undefined,None,,undefined,Not Found!, - ,$,$0.01 
IIIIU,10.1,undefined,None,13,undefined,Not Found!, - ,$,$0.01 
WASH,51.63,78.23605263,4.004,5,1.515321569,Not Found!, 1.35 Bil ,$33.10 ,"$5,179.00 "
IIN,25.64,undefined,-0.284,N/A,undefined,63.57, 204.13 Mil ,$2.00 ,$30.10 
JVA,4.94,7.482171053,0.211,16,1.514609525,11.31, 30.06 Mil ,$5.00 ,$8.23 
IIVIP,288.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJT,128.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IKNX,9.8,undefined,-0.222,N/A,undefined,145.24, 19.75 Mil ,($0.56),$3.60 
IKT,6.01,undefined,None,,undefined,-31.17, 63.59 Mil ,($0.18),$6.59 
FULT,17.03,25.79210526,1.08,8,1.514509998,Not Found!, 3.05 Bil ,$134.30 ,"$23,289.90 "
IBOC,46.42,70.15394737,2.62,10,1.511287104,Not Found!, 1.54 Bil ,$298.40 ,"$11,851.50 "
IMAB,48.47,undefined,None,N/A,undefined,-38.81, 3.15 Bil ,($69.23),$81.70 
IMAC,1.65,undefined,-0.453,N/A,undefined,-8.03, 26.17 Mil ,($6.36),$11.93 
MS,77.66,117.1555,6.46,4.03,1.508569405,Not Found!, 269.13 Bil ,"($26,675)","$1,012,713 "
IMCC,7.09,undefined,None,N/A,undefined,1079.94, 369.77 Mil ,($6.82),$7.12 
IMCR,42.57,undefined,None,N/A,undefined,-17.03, 1.69 Bil ,$,$190.66 
IMCV,184.3813,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMGN,8.1,undefined,-0.252,N/A,undefined,-71.84, 1.37 Bil ,($79.50),$265.50 
RY,92.21,138.8799789,6.414,6.46,1.50612709,Not Found!,"-438,041,000.00","$107,868 ","$1,242,359 "
IMMP,3.07,undefined,-0.46,N/A,undefined,-8, 168.64 Mil ,($7.49),$11.88 
OSK,118.66,178.5900658,4.63,18.15,1.505057018,13.81, 8.09 Bil ,$733 ,"$3,084 "
IMNM,33.88,undefined,None,N/A,undefined,-20.76, 305.48 Mil ,($11.41),$3.18 
HLI,66.51,99.95236842,4.015,8.7,1.502817147,11.52, 4.06 Bil ,$469 ,$766 
IMRA,8.44,undefined,None,N/A,undefined,-1.43, 59.59 Mil ,($37.42),$6.41 
IMRN,6,undefined,-1.12,N/A,undefined,-2.59, 13.96 Mil ,($2.17),$0.39 
IMTE,5.61,undefined,-2.235,,undefined,-11.16, 48.74 Mil ,($5.08),$7.02 
IMTX,11.21,undefined,None,26.97,undefined,-1.81, 434.88 Mil ,$,$190.08 
SIGA,6.5,9.7625,0.71,1,1.501923077,5.07, 390.64 Mil ,$71.50 ,$20.00 
IMV,3.32,undefined,-0.459,,undefined,-6.77, 187.75 Mil ,($5.00),$15.17 
IMVT,16.04,undefined,None,N/A,undefined,-12.32, 1.23 Bil ,($84.01),$18.88 
TMP,82.7,124.1842105,5.2,8,1.50162286,Not Found!, 1.12 Bil ,$96.80 ,"$6,904.50 "
INBK,35.23,undefined,2.99,N/A,undefined,Not Found!, 522.95 Mil ,($12.49),"$3,915.21 "
INBX,20.07,undefined,None,N/A,undefined,-14.86, 682.62 Mil ,($42.46),$68.27 
AUB,38.36,57.55460526,2.41,8,1.500380742,Not Found!, 3.15 Bil ,$202.30 ,"$16,920.00 "
BUSE,25.65,38.40592105,1.83,6,1.497306864,Not Found!, 1.03 Bil ,$165.10 ,"$9,274.00 "
INDT,60.16,undefined,None,N/A,undefined,53.02, 597.16 Mil ,$8.15 ,$204.46 
INDY,44.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ULBI,8.28,12.38078947,0.329,17.5,1.495264429,11.87, 123.36 Mil ,$18.60 ,$20.80 
AMNB,33.07,49.39144737,2.73,4,1.493542406,Not Found!, 30.25 Mil ,$21.00 ,"$2,712.10 "
INFR,31.26,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SC,27.06,40.320775,2.869,1.21,1.490050813,Not Found!, 49.36 Bil ,"($2,872)","$43,266 "
INKAU,9.95,undefined,None,,undefined,Not Found!, - ,$,$0.04 
INM,3.3,undefined,None,,undefined,-2.32, 17.90 Mil ,($5.88),$4.16 
INMB,11.88,undefined,-1.009,N/A,undefined,-13.26, 162.16 Mil ,($8.94),$1.90 
PFS,22.28,33.19539474,1.39,8,1.489918974,Not Found!, 2.32 Bil ,$94.10 ,"$11,299.90 "
FB,294.53,438.1184211,10.09,21.5,1.487517133,20.22, 799.19 Bil ,"$23,632 ","$31,026 "
CTBI,44.03,65.45723684,3.35,5,1.486650848,Not Found!, 531.62 Mil ,$60.90 ,"$4,484.30 "
UBSI,38.58,57.31578947,2.4,8,1.485634771,Not Found!, 3.89 Bil ,$121 ,"$21,887 "
WERN,47.17,70.06652632,2.44,11.34,1.485404416,6.93, 3.41 Bil ,$33 ,$962 
CBZ,32.66,48.26467105,1.419,15,1.47779152,15.53, 2.04 Bil ,$135.30 ,$811.10 
VSTO,32.07,47.37164474,0.977,25,1.47713267,17.24, 2.21 Bil ,$302 ,$870 
INSM,34.06,undefined,-3.013,N/A,undefined,-14.07, 3.52 Bil ,($226.20),$520.30 
EXP,134.41,198.2171053,8.3,8,1.474719926,19.13, 6.59 Bil ,$527 ,"$1,464 "
INTG,36.56,undefined,0.05,N/A,undefined,21.26, 237.15 Mil ,($22.92),$209.27 
VSH,24.08,35.38989474,0.849,20.3,1.469680014,9.33, 3.32 Bil ,$191 ,"$1,575 "
INTZ,23.37,undefined,-0.45,N/A,undefined,-68.24, 428.45 Mil ,($5.50),$4.22 
WIRE,67.13,98.53684211,3.68,10,1.467851067,10.51, 1.23 Bil ,($29),$129 
INVE,11.46,undefined,-0.345,N/A,undefined,-865.62, 222.47 Mil ,($3.33),$44.49 
INVO,4.33,undefined,None,N/A,undefined,-9.63, 42.68 Mil ,($4.86),$5.20 
INZY,19.8,undefined,None,-11.6,undefined,-5.87, 333.32 Mil ,($36.54),$11.26 
MFG,2.91,4.269621053,0.2864,1.8,1.467223729,Not Found!,"-179,943,106,000.00",$0 ,"$2,012,540 "
ACLS,41.09,60.225,1.46,20,1.465685082,20.45, 1.45 Bil ,$62.30 ,$143.00 
FIX,74.77,109.5151316,4.09,10,1.464693481,11.69, 3.03 Bil ,USD262,"USD1,061"
IPA,9.82,undefined,None,,undefined,175.07, 186.07 Mil ,($0.48),$8.91 
SLF,50.55,74.03706316,3.254,7.22,1.46463033,9.2, 26.82 Bil ,"$5,487 ","$231,985 "
IPDN,2.36,undefined,-0.422,N/A,undefined,-5.76, 28.08 Mil ,($3.93),$5.87 
GRBK,22.68,33.13431579,2.24,1.72,1.460948668,11.14, 1.44 Bil ,$32.20 ,$339.40 
IPHA,4.31,undefined,None,N/A,undefined,-373.33, 184.24 Mil ,($76.75),$184.24 
SEIC,60.93,89.01315789,3,12,1.460908549,12.41, 8.11 Bil ,$410 ,$427 
IPKW,42.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPLDP,26.41,undefined,24.232,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
WWE,54.26,79.25210526,1.56,26.6,1.460599065,14.87, 4.45 Bil ,$292.20 ,$908.50 
BOCH,12.75,18.62039474,0.83,7,1.460423117,Not Found!, 139.28 Mil ,$21.64 ,"$1,586.25 "
ALLY,45.21,65.91736974,2.877,7.33,1.458026316,Not Found!, 26.15 Bil ,($581),"$167,462 "
RUSHA,49.83,72.60521053,2.04,16.09,1.457058208,10.59, 3.59 Bil ,$627 ,"$1,717 "
STRT,46.9,68.29842105,2.008,15,1.456256312,6.84, 230.39 Mil ,$12.30 ,$105.50 
MBUU,79.68,115.67875,3.401,15,1.451791541,15.52, 1.84 Bil ,$80.70 ,$360.90 
FUL,62.91,91.24196053,2.729,14.6,1.450357026,12.23, 4.98 Bil ,$243 ,"$2,672 "
IROQ,21.52,undefined,1.622,,undefined,Not Found!, 84.77 Mil ,$5.58 ,$628.48 
IRTC,138.86,undefined,-1.579,N/A,undefined,-115.98, 3.79 Bil ,($27.30),$170.10 
TPB,52.17,75.65539474,1.67,22.8,1.450170495,18.61, 1.27 Bil ,$37.50 ,$358.50 
USAK,19.11,27.6925,0.53,27.6,1.449110413,6.76, 364.43 Mil ,$26.80 ,$265.50 
ISDX,29.5504,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISEE,6.18,undefined,-1.14,N/A,undefined,-4.23, 375.08 Mil ,($66.10),$25.19 
ISEM,28.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISHG,81.64,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISIG,5.69,undefined,-2.48,N/A,undefined,-1.22, 5.08 Mil ,($1.64),$6.37 
FSS,38.3,55.38934211,1.562,16,1.446196922,14.28, 2.50 Bil ,$107 ,$507 
PNNT,5.65,8.145789474,0.536,2,1.44173265,Not Found!, 913.65 Mil ,($23.24),$565.04 
TRST,7.37,10.60993421,0.543,5,1.439611155,Not Found!, 939.73 Mil ,$58.30 ,"$5,333.60 "
ISTB,51.2155,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISTR,20.55,undefined,1.27,N/A,undefined,Not Found!, 349.37 Mil ,$10.16 ,"$2,077.90 "
ISUN,13.35,undefined,None,N/A,undefined,335.46, 133.18 Mil ,$0.44 ,$10.62 
ITAC,10.02,undefined,None,,undefined,Not Found!,"19,000.00",$,$0.40 
ITACU,11.08,undefined,None,,undefined,Not Found!, - ,$,$0.05 
RJF,122.56,176.2904,6.164,11.26,1.438400783,Not Found!, 15.03 Bil ,"$5,299 ","$46,219 "
ITHXU,10.02,undefined,None,,undefined,Not Found!, - ,$,$0.06 
HIBB,68.89,99.07526316,4.36,7.2,1.438166108,9.57, 1.22 Bil ,$135 ,$404 
NSP,83.74,120.4065789,3.54,15,1.43786218,13.64, 3.12 Bil ,$248 ,"$1,540 "
ITMR,23.95,undefined,-0.9,N/A,undefined,-45.49, 352.46 Mil ,($11.05),$21.07 
ITOS,34.18,undefined,None,N/A,undefined,-23.29, 903.02 Mil ,($25.53),$21.36 
CYBE,25.97,37.33486842,0.77,25,1.437615265,21.14, 182.36 Mil ,$4.22 ,$14.19 
ITRM,1.41,undefined,-2.166,N/A,undefined,-7.93, 285.49 Mil ,($54.53),$83.35 
TMUS,125.29,179.9124105,2.647,38.46,1.435967839,12.37, 252.48 Bil ,"($3,744)","$134,818 "
IUS,35.0239,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IUSB,52.6717,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IUSG,90.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IUSS,36.4883,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IUSV,68.9,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVA,14.7,undefined,None,,undefined,-11.57, 449.33 Mil ,($37.57),$33.71 
LOCO,16.12,23.12894737,0.68,15,1.434798224,14.69, 848.19 Mil ,$33.90 ,$327.60 
IXUS,70.28,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FTV,70.64,101.1445658,4.494,7.05,1.431831339,11.95, 25.47 Bil ,"$1,361 ","$7,079 "
HOPE,15.06,21.49342105,0.9,8,1.427185993,Not Found!, 2.12 Bil ,$160.90 ,"$15,052.90 "
CMP,62.72,89.48463816,1.715,27.55,1.426732113,12.69, 3.56 Bil ,$90 ,"$1,875 "
WNEB,8.43,11.99578947,0.448,10,1.422988075,Not Found!, 186.77 Mil ,$21.49 ,"$2,139.25 "
JAMF,35.32,undefined,None,53.5,undefined,232.42, 4.14 Bil ,$48.40 ,$262.70 
JAN,8.42,undefined,-3.952,N/A,undefined,-3.55, 27.43 Mil ,($1.27),$20.60 
CSIQ,49.63,70.61710526,2.38,12,1.422871353,23.56, 4.86 Bil ,$0 ,"$4,377 "
LBC,11.83,16.82565789,0.75,7,1.422287227,Not Found!, 1.40 Bil ,$63.60 ,"$6,292.40 "
HRI,101.33,143.8626316,2.51,31.1,1.419743724,7.69, 5.02 Bil ,$225 ,"$2,846 "
JBSS,90.37,undefined,4.88,N/A,undefined,11.16, 1.06 Bil ,$51.60 ,$153.60 
JCICU,9.91,undefined,None,,undefined,Not Found!, - ,$,$0.47 
SNBR,143.49,203.5434211,4.9,20.2,1.418519904,16.99, 4.19 Bil ,$241 ,"$1,024 "
JCS,5.96,undefined,-0.02,N/A,undefined,69.11, 42.78 Mil ,($1.44),$8.48 
JCTCF,10.35,undefined,0.937,N/A,undefined,6.92, 32.59 Mil ,$0.06 ,$3.61 
RCKY,54.06,76.58026316,2.86,10,1.416579045,11.92, 386.30 Mil ,$19.70 ,$49.60 
JFIN,8.25,undefined,0.595,N/A,undefined,12.51, 440.74 Mil ,$0.00 ,$159.60 
JFU,1.85,undefined,None,-13.22,undefined,0.44,"-144,514,000.00",$0.00 ,$275.00 
JG,4.23,undefined,-0.295,N/A,undefined,-14.88, 467.63 Mil ,$0.00 ,$67.71 
EFSC,49.44,69.90789474,2.76,9,1.413994635,Not Found!, 1.29 Bil ,$133.30 ,"$8,672.60 "
AMP,232.45,328.6134211,12.2,10.11,1.413695079,11.31, 25.55 Bil ,"$4,476 ","$160,016 "
JNCE,10.27,undefined,-1.24,N/A,undefined,-8.33, 347.42 Mil ,($27.88),$32.94 
BFIN,10.32,14.56776316,0.61,8,1.411604957,Not Found!,"-344,510,000.00",$11.51 ,"$1,423.91 "
JOET,26.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TSM,118.28,166.9322368,3.495,24.5,1.411331052,16.38, 631.95 Bil ,"$10,652 ","$32,269 "
JRJC,12.78,undefined,-3.624,N/A,undefined,-1.57, 15.34 Mil ,$0.00 ,$66.88 
JRSH,6.27,undefined,0.241,N/A,undefined,7.23, 53.38 Mil ,$3.16 ,$15.83 
JRVR,45.62,undefined,0.158,N/A,undefined,72.49, 1.63 Bil ,($274.10),"$4,267.50 "
JSMD,67.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JSML,67.552,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JUPW,4.74,undefined,None,,undefined,-23.42, 45.97 Mil ,($1.67),$2.56 
TGH,28.65,40.35263158,1.36,12,1.408468816,11.91, 5.49 Bil ,($466.20),"$4,454.70 "
JYAC,9.84,undefined,None,,undefined,Not Found!, 135.42 Mil ,$,$0.05 
BMO,89.12,125.4365895,6.526,4.78,1.407502126,Not Found!, 22.81 Bil ,"$43,080 ","$720,678 "
KAIRU,9.98,undefined,None,,undefined,Not Found!, - ,$,$0.05 
CMCSA,54.11,76.131,2.28,14.57,1.406967289,10.84, 344.23 Bil ,"$13,103 ","$182,131 "
ETR,99.47,139.8157895,6.9,5.5,1.405607615,9.77, 42.31 Bil ,"($2,467)","$47,278 "
KALV,25.69,undefined,-2.117,N/A,undefined,-12.81, 618.91 Mil ,($31.80),$7.64 
MPAA,22.5,31.51644737,0.65,25,1.400730994,12.4, 574.17 Mil ,$80.30 ,$499.60 
KBNT,7.3,undefined,None,N/A,undefined,-16.56, 80.72 Mil ,($4.07),$3.06 
KBSF,3.29,undefined,-1.484,,undefined,10.62,"-5,204,000.00",($0.35),$6.64 
KBWB,61.89,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBWD,19.64,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBWP,74.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBWR,61.0699,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBWY,22.41,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KC,39.32,undefined,None,N/A,undefined,-66.45, 8.94 Bil ,($44.70),$568.80 
KDMN,3.89,undefined,-0.668,N/A,undefined,-5.69, 611.67 Mil ,($87.97),$46.69 
KDNY,15.54,undefined,None,9,undefined,-16.27, 522.45 Mil ,$,$212.35 
DECK,330.42,462.1088421,12.874,16.3,1.398549852,16.48, 8.42 Bil ,$540 ,$868 
KE,25.8,undefined,1.447,N/A,undefined,7.77, 639.35 Mil ,$74 ,$366 
KEJI,20.089,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TSN,74.3,103.8385526,5.54,4.45,1.397557909,8.6, 36.40 Bil ,"$3,189 ","$19,677 "
KELYB,22.69,undefined,-1.832,,undefined,-14.08, 1.08 Bil ,$171 ,"$1,359 "
KEQU,12.34,undefined,-0.638,N/A,undefined,146.18, 42.98 Mil ,($0.40),$51.30 
KERN,4.94,undefined,-1.785,N/A,undefined,-6.89, 137.83 Mil ,($15.49),$23.61 
KFFB,6.75,undefined,-1.505,N/A,undefined,Not Found!, 101.39 Mil ,$0.30 ,$278.85 
IX,84.79,118.4178947,7.305,2.7,1.396602132,Not Found!, 54.64 Bil ,"$2,973 ","$99,449 "
PBI,8.24,11.48486842,-1.058,-16,1.393794711,40.33, 3.28 Bil ,$197 ,"$5,154 "
KIDS,48.75,undefined,-1.824,N/A,undefined,-40.79, 907.27 Mil ,($29.83),$85.64 
OFG,22.62,31.52368421,1.32,8,1.393619992,Not Found!,"-738,056,000.00",($103.90),"$8,740.00 "
KINS,8.54,undefined,0.09,N/A,undefined,33.39, 92.11 Mil ,($2.10),$238.00 
KINZ,9.81,undefined,None,,undefined,Not Found!, 340.86 Mil ,$,$0.03 
KINZU,10.11,undefined,None,,undefined,Not Found!, - ,$,$0.03 
VIRT,31.05,43.24215789,5.16,-2.71,1.39266209,5.58, 8.99 Bil ,"$1,001 ","$8,111 "
CARG,23.83,33.16789474,0.68,25.2,1.391854584,24.21, 2.64 Bil ,$149.20 ,$128.70 
KLAQU,9.91,undefined,None,,undefined,Not Found!, - ,$,$0.02 
KLDO,8.1,undefined,-2.44,N/A,undefined,-4.47, 344.25 Mil ,($65.54),$38.85 
TRV,150.4,208.9050526,10.52,5.22,1.388996361,10.51, 43.92 Bil ,"$6,519 ","$87,563 "
KLXE,16.03,undefined,-57.756,N/A,undefined,-1.27, 310.77 Mil ,($45.40),$335.70 
LMT,369.5,512.8783579,24.304,6.08,1.388033445,11.12, 112.44 Bil ,"$6,417 ","$44,672 "
KMPH,9.2,undefined,-3.205,N/A,undefined,-60.32, 335.72 Mil ,($1.97),$77.62 
KNDI,6.25,undefined,-0.186,N/A,undefined,-94.53, 327.74 Mil ,($69.07),$91.48 
JELD,27.69,38.42763158,0.9,21,1.387780122,12.55, 4.09 Bil ,$259 ,"$2,960 "
LEA,181.25,251.5303421,2.62,57.83,1.387753612,12.89, 12.10 Bil ,$211 ,"$8,584 "
KNTE,31.16,undefined,None,N/A,undefined,-26.62, 956.16 Mil ,$,$7.30 
GNTX,35.67,49.4505,1.406,15.8,1.386333053,16.51, 8.32 Bil ,$413 ,$234 
WAFD,30.8,42.625,1.9,7,1.383928571,Not Found!, 3.11 Bil ,$151.80 ,"$17,001.90 "
KOSS,22.49,undefined,0.094,N/A,undefined,405.05, 195.64 Mil ,$1.67 ,$7.75 
MMP,43.36,59.99197368,3.62,2.95,1.383578729,11.52, 15.00 Bil ,$668 ,"$5,893 "
KRBP,9.33,undefined,None,,undefined,-4.49, 79.37 Mil ,($7.14),$1.47 
KRKR,3.35,undefined,None,N/A,undefined,-5.12, 102.75 Mil ,$0.00 ,$27.92 
KRMA,29.37,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KRMD,3.52,undefined,None,N/A,undefined,82.03, 132.15 Mil ,($1.81),$3.76 
IIIN,30.84,42.63223684,1.37,13,1.38236825,11.64, 565.15 Mil ,$31.20 ,$66.20 
MGRC,80.65,111.3894737,4.16,10,1.381146605,9.34, 2.20 Bil ,$80.50 ,$593.10 
KRON,29.27,undefined,None,N/A,undefined,-16.49, 1.22 Bil ,($39.34),$46.45 
KROS,61.55,undefined,None,N/A,undefined,-25.14, 1.10 Bil ,($37.19),$7.72 
FFNW,14.25,19.67480263,0.877,7,1.380687904,Not Found!, 180.11 Mil ,$9.69 ,"$1,231.37 "
KRUS,31.64,undefined,0.098,N/A,undefined,-18.49, 326.58 Mil ,($32.03),$75.67 
KRYS,77.04,undefined,-1.712,N/A,undefined,-46.33, 1.44 Bil ,($40.93),$18.76 
